0|iata_code|1|city_rus|2|city_eng
NFG|NFG|Нефтеюганск|Нефтеюганск|Nefteyugansk|Nefteyugansk
NFL|NFL|||Fallon|Fallon
NFR|NFR|||Nafoora|Nafoora
NGA|NGA|||Young|Young
NGB|NGB|Нинбо|Нинбо|Ningbo|Ningbo
NGC|NGC|||Grand Canyon|Grand Canyon
NGD|NGD|Анегада|Анегада|Anegada|Anegada
NGE|NGE|||Ngaoundere|Ngaoundere
NGI|NGI|||Ngau Island|Ngau Island
NGL|NGL|||Ngala|Ngala
NGM|NGM|Агана|Агана|Agana|Agana
NGN|NGN|Наргана|Наргана|Nargana|Nargana
NGP|NGP|Корпус Кристи|Корпус Кристи|Corpus Christi|Corpus Christi
NGR|NGR|||Ningerum|Ningerum
NGS|NGS|Нагасаки|Нагасаки|Nagasaki|Nagasaki
NGU|NGU|||Norfolk|Norfolk
NGV|NGV|||Ngiva|Ngiva
NGW|NGW|Корпус Кристи|Корпус Кристи|Corpus Christi|Corpus Christi
NGX|NGX|Мананг|Мананг|Manang|Manang
NGZ|NGZ|||Alameda|Alameda
NHA|NHA|Нха Транг|Нха Транг|Nha Trang|Nha Trang
NHD|NHD|||Minhad AB|Minhad AB
NHF|NHF|Нью-Халфа|Нью-Халфа|New Halfa|New Halfa
NHK|NHK|||Patuxent River|Patuxent River
NHS|NHS|Нушки|Нушки|Nushki|Nushki
NHT|NHT|||Northolt|Northolt
NHV|NHV|||Nuku Hiva|Nuku Hiva
NHX|NHX|||Foley|Foley
NHZ|NHZ|||Brunswick|Brunswick
NIA|NIA|Нимба|Нимба|Nimba|Nimba
NIB|NIB|||Nikolai|Nikolai
NIC|NIC|Никозия|Никозия|Nicosia|Nicosia
NIE|NIE|||Niblack|Niblack
NIF|NIF|||Nifty|Nifty
NIG|NIG|Никунау|Никунау|Nikunau|Nikunau
NIK|NIK|Ниоколо-Коба|Ниоколо-Коба|Niokolo Koba|Niokolo Koba
NIM|NIM|Ниамей|Ниамей|Niamey|Niamey
NIN|NIN|||Ninilchik|Ninilchik
NIO|NIO|Ниоки|Ниоки|Nioki|Nioki
NIP|NIP|||Jacksonville|Jacksonville
NIR|NIR|||Beeville|Beeville
NIS|NIS|||Simberi Island|Simberi Island
NIT|NIT|Ниорт|Ниорт|Niort|Niort
NIX|NIX|Ниоро|Ниоро|Nioro|Nioro
NJA|NJA|Ацуги|Ацуги|Atsugi|Atsugi
NJC|NJC|Нижневартовск|Нижневартовск|Nizhnevartovsk|Nizhnevartovsk
NJK|NJK|||El Centro, CA|El Centro, CA
NKA|NKA|Нкан|Нкан|Nkan|Nkan
NKB|NKB|||Noonkanbah|Noonkanbah
NKC|NKC|Нуакшот|Нуакшот|Nouakchott|Nouakchott
NKD|NKD|||Sinak|Sinak
NKG|NKG|||Nanking/nanjing|Nanking/nanjing
NKI|NKI|||Naukiti|Naukiti
NKL|NKL|Нколо|Нколо|Nkolo|Nkolo
NKM|NKM|Нагойя|Нагойя|Nagoya|Nagoya
NKN|NKN|Нанкина|Нанкина|Nankina|Nankina
NKO|NKO|||Ankokoambo|Ankokoambo
NKS|NKS|||Nkongsamba|Nkongsamba
NKU|NKU|Нкаус|Нкаус|Nkaus|Nkaus
NKV|NKV|||Nichen Cove, AK|Nichen Cove, AK
NKX|NKX|Сан Диего|Сан Диего|San Diego|San Diego
NKY|NKY|Нкайи|Нкайи|Nkayi|Nkayi
NLA|NLA|||Ndola|Ndola
NLC|NLC|||Lemoore, CA|Lemoore, CA
NLD|NLD|||Nuevo Laredo|Nuevo Laredo
NLE|NLE|||Niles|Niles
NLF|NLF|||Darnley Island|Darnley Island
NLG|NLG|||Nelson Lagoon|Nelson Lagoon
NLK|NLK|Норфолк Айленд|Норфолк Айленд|Norfolk Island|Norfolk Island
NLL|NLL|||Nullagine|Nullagine
NLP|NLP|Нельспрут|Нельспрут|Nelspruit|Nelspruit
NLS|NLS|||Nicholson|Nicholson
NLU|NLU|||Santa Lucia|Santa Lucia
NLV|NLV|Николаев|Николаев|Nikolaev|Nikolaev
NMA|NMA|Наманган|Наманган|Namangan|Namangan
NMB|NMB|Даман|Даман|Daman|Daman
NME|NME|||Nightmute|Nightmute
NMG|NMG|Сан-Мигель|Сан-Мигель|San Miguel|San Miguel
NMN|NMN|||Nomane|Nomane
NMP|NMP|||New Moon|New Moon
NMR|NMR|||Nappa Merry|Nappa Merry
NMS|NMS|Намсанг|Намсанг|Namsang|Namsang
NMT|NMT|Намту|Намту|Namtu|Namtu
NMU|NMU|Наму|Наму|Namu|Namu
NNA|NNA|Кенитра|Кенитра|Kenitra|Kenitra
NNB|NNB|Санта-Ана|Санта-Ана|Santa Ana|Santa Ana
NND|NND|Нангаде|Нангаде|Nangade|Nangade
NNG|NNG|Наньнин|Наньнин|Nanning|Nanning
NNI|NNI|Намутони|Намутони|Namutoni|Namutoni
NNK|NNK|||Naknek|Naknek
NNL|NNL|||Nondalton|Nondalton
NNM|NNM|Нарьян-Мар|Нарьян-Мар|Naryan-Mar|Naryan-Mar
NNR|NNR|||Spiddal|Spiddal
NNT|NNT|Нан|Нан|Nan|Nan
NNU|NNU|||Nanuque|Nanuque
NNX|NNX|Нунукан|Нунукан|Nunukan|Nunukan
NNY|NNY|Наньян|Наньян|Nanyang|Nanyang
NOA|NOA|||Nowra|Nowra
NOB|NOB|Носара-Бич|Носара-Бич|Nosara Beach|Nosara Beach
NOC|NOC|Нок|Нок|Knock|Knock
NOD|NOD|Норден|Норден|Norden|Norden
NOE|NOE|Норддайх|Норддайх|Norddeich|Norddeich
NOG|NOG|Ногалес|Ногалес|Nogales|Nogales
NOH|NOH|Чикаго|Чикаго|Chicago|Chicago
NOI|NOI|Новороссийск|Новороссийск|Novorossijsk|Novorossijsk
NOJ|NOJ|Ноябрьск|Ноябрьск|Nojabrxsk|Nojabrxsk
NOK|NOK|Нова-Шавантина|Нова-Шавантина|Nova Xavantina|Nova Xavantina
NOL|NOL|||Nakolik River|Nakolik River
NOM|NOM|Номад-Ривер|Номад-Ривер|Nomad River|Nomad River
NON|NON|||Rotima|Rotima
NOO|NOO|Наоро|Наоро|Naoro|Naoro
NOR|NOR|Нордфьордур|Нордфьордур|Nordfjordur|Nordfjordur
NOS|NOS|||Nossi-Be|Nossi-Be
NOT|NOT|||Novato|Novato
NOU|NOU|||Noumea|Noumea
NOV|NOV|||Huambo|Huambo
NOZ|NOZ|Новокузнецк|Новокузнецк|Novokuznetsk|Novokuznetsk
NPA|NPA|||Pensacola|Pensacola
NPE|NPE|Напье-Хастингс|Напье-Хастингс|Napier-Hastings|Napier-Hastings
NPG|NPG|Нипа|Нипа|Nipa|Nipa
NPH|NPH|||Nephi|Nephi
NPL|NPL|Нью-Плимут|Нью-Плимут|New Plymouth|New Plymouth
NPO|NPO|Нангапинох|Нангапинох|Nangapinoh|Nangapinoh
NPP|NPP|||Napperby|Napperby
NPT|NPT|||Newport|Newport
NPU|NPU|||San Pedro Uraba|San Pedro Uraba
NQA|NQA|||Millington, TN|Millington, TN
NQI|NQI|||Kingsville|Kingsville
NQL|NQL|||Niquelandia|Niquelandia
NQN|NQN|Неукен|Неукен|Neuquen|Neuquen
NQT|NQT|||Nottingham|Nottingham
NQU|NQU|Нуки|Нуки|Nuqui|Nuqui
NQX|NQX|Ки Уэст|Ки Уэст|Key West|Key West
NQY|NQY|||Newquay|Newquay
NRA|NRA|||Narrandera|Narrandera
NRB|NRB|||Mayport|Mayport
NRC|NRC|||Crows Landing|Crows Landing
NRD|NRD|Нордерней|Нордерней|Norderney|Norderney
NRE|NRE|||Namrole|Namrole
NRG|NRG|||Narrogin|Narrogin
NRI|NRI|||Shangri-la|Shangri-la
NRK|NRK|Ноггкопинг|Ноггкопинг|Norrkoping|Norrkoping
NRL|NRL|||North Ronaldsay|North Ronaldsay
NRM|NRM|Нара|Нара|Nara|Nara
NRN|NRN|Дюссельдорф|Дюссельдорф|Dusseldorf|Dusseldorf
NRR|NRR|||Roosevelt Roads|Roosevelt Roads
NRS|NRS|||Imperial Beach|Imperial Beach
NRT|NRT|Токио|Токио|Tokyo|Tokyo
NRV|NRV|Гуам|Гуам|Guam|Guam
NRY|NRY|||Newry|Newry
NSA|NSA|Нуса|Нуса|Noosa|Noosa
NSB|NSB|||Bimini|Bimini
NSE|NSE|||Milton|Milton
NSF|NSF|||Camp Springs|Camp Springs
NSH|NSH|||Now Shahr|Now Shahr
NSI|NSI|Яунде|Яунде|Yaounde|Yaounde
NSM|NSM|||Norseman|Norseman
NSN|NSN|Нельсон|Нельсон|Nelson|Nelson
NSO|NSO|||Scone|Scone
NSP|NSP|Сангли-Пойнт|Сангли-Пойнт|Sangley Point|Sangley Point
NST|NST|Након-Си-Таммарат|Након-Си-Таммарат|Nakhon Si Thammarat|Nakhon Si Thammarat
NSV|NSV|||Noosaville|Noosaville
NSX|NSX|||N. Sound/Virgin Gorda|N. Sound/Virgin Gorda
NSY|NSY|Токат|Токат|Tokat|Tokat
NTA|NTA|Натадола|Натадола|Natadola|Natadola
NTB|NTB|Нутодден|Нутодден|Notodden|Notodden
NTC|NTC|Санта-Каролина|Санта-Каролина|Santa Carolina|Santa Carolina
NTD|NTD|||Port Hueneme, CA|Port Hueneme, CA
NTE|NTE|Нант|Нант|Nantes|Nantes
NTG|NTG|Наньтун|Наньтун|Nantong|Nantong
NTI|NTI|Бинтуни|Бинтуни|Bintuni|Bintuni
NTJ|NTJ|||Manti|Manti
NTL|NTL|Ньюкасл|Ньюкасл|Newcastle|Newcastle
NTM|NTM|||Miracema Do Norte|Miracema Do Norte
NTN|NTN|||Normanton|Normanton
NTO|NTO|Санто-Антао|Санто-Антао|Santo Antao|Santo Antao
NTQ|NTQ|||Wajima|Wajima
NTR|NTR|Тухтла-Гутьеррес|Тухтла-Гутьеррес|Tuxtla Gutierrez|Tuxtla Gutierrez
NTT|NTT|Ниуатопутапу|Ниуатопутапу|Niuatoputapu|Niuatoputapu
NTU|NTU|||Oceana|Oceana
NTX|NTX|Натуна-Ранай|Натуна-Ранай|Natuna Ranai|Natuna Ranai
NTY|NTY|Сан Сити|Сан Сити|Sun City|Sun City
NUB|NUB|||Numbulwar|Numbulwar
NUD|NUD|Эн-Нахуд|Эн-Нахуд|En Nahud|En Nahud
NUF|NUF|||Hatton|Hatton
NUG|NUG|Нугуриа|Нугуриа|Nuguria|Nuguria
NUH|NUH|Нунчиа|Нунчиа|Nunchia|Nunchia
NUI|NUI|||Nuiqsut|Nuiqsut
NUJ|NUJ|||Nojeh|Nojeh
NUK|NUK|||Nukutavake|Nukutavake
NUL|NUL|||Nulato|Nulato
NUN|NUN|||Pensacola|Pensacola
NUP|NUP|||Nunapitchuk|Nunapitchuk
NUQ|NUQ|||Mountain View|Mountain View
NUR|NUR|||Nullarbor|Nullarbor
NUS|NUS|Норсуп|Норсуп|Norsup|Norsup
NUT|NUT|Нутуве|Нутуве|Nutuve|Nutuve
NUU|NUU|Накуру|Накуру|Nakuru|Nakuru
NUW|NUW|||Oak Harbor|Oak Harbor
NUX|NUX|Новый Уренгой|Новый Уренгой|Novy Urengoy|Novy Urengoy
NVA|NVA|Нейва|Нейва|Neiva|Neiva
NVD|NVD|||Nevada|Nevada
NVG|NVG|Нуэва-Гуинея|Нуэва-Гуинея|Nueva Guinea|Nueva Guinea
NVI|NVI|Навой|Навой|Navoi|Navoi
NVK|NVK|Нарвик|Нарвик|Narvik|Narvik
NVP|NVP|||Aripuana|Aripuana
NVR|NVR|Новгород|Новгород|Novgorod|Novgorod
NVS|NVS|Неверс|Неверс|Nevers|Nevers
NVT|NVT|Навегантес|Навегантес|Navegantes|Navegantes
NVY|NVY|Нейвели|Нейвели|Neyveli|Neyveli
NWA|NWA|Моэли|Моэли|Moheli|Moheli
NWH|NWH|||Newport|Newport
NWI|NWI|Норвич|Норвич|Norwich|Norwich
NWP|NWP|||Argentia|Argentia
NWS|NWS|Нью-Йорк|Нью-Йорк|New York|New York
NWT|NWT|Новата|Новата|Nowata|Nowata
NWU|NWU|||Bermuda|Bermuda
NXX|NXX|||Willow Grove|Willow Grove
NYE|NYE|Ньери|Ньери|Nyeri|Nyeri
NYG|NYG|||Quantico|Quantico
NYI|NYI|Суньяни|Суньяни|Sunyani|Sunyani
NYK|NYK|Нануки|Нануки|Nanyuki|Nanyuki
NYM|NYM|Надым|Надым|Nadym|Nadym
NYN|NYN|||Nyngan|Nyngan
NYO|NYO|Стокгольм|Стокгольм|Stockholm|Stockholm
NYU|NYU|||Nyaung-u|Nyaung-u
NZA|NZA|||Nzagi|Nzagi
NZE|NZE|||Nzerekore|Nzerekore
NZH|NZH|||Manzhouli|Manzhouli
NZO|NZO|Нзоя|Нзоя|Nzoia|Nzoia
NZW|NZW|||South Weymouth|South Weymouth
NZY|NZY|Сан Диего|Сан Диего|San Diego|San Diego
OAG|OAG|Орандж|Орандж|Orange|Orange
OAJ|OAJ|||Jacksonville|Jacksonville
OAK|OAK|||Oakland|Oakland
OAL|OAL|||Cacoal|Cacoal
OAM|OAM|Оамару|Оамару|Oamaru|Oamaru
OAN|OAN|Оланчито|Оланчито|Olanchito|Olanchito
OAR|OAR|||Marina, CA|Marina, CA
OAX|OAX|Оксака|Оксака|Oaxaca|Oaxaca
OBA|OBA|Обан|Обан|Oban|Oban
OBC|OBC|Обок|Обок|Obock|Obock
OBD|OBD|Обано|Обано|Obano|Obano
OBE|OBE|||Okeechobee|Okeechobee
OBF|OBF|||Oberpfaffenhofen|Oberpfaffenhofen
OBI|OBI|Обидос|Обидос|Obidos|Obidos
OBL|OBL|||Zoersel|Zoersel
OBM|OBM|Моропе|Моропе|Morobe|Morobe
OBN|OBN|Обан|Обан|Oban|Oban
OBO|OBO|Обихиро|Обихиро|Obihiro|Obihiro
OBS|OBS|Обенас|Обенас|Aubenas|Aubenas
OBT|OBT|||Oakland|Oakland
OBU|OBU|||Kobuk|Kobuk
OBX|OBX|Обо|Обо|Obo|Obo
OBY|OBY|||Ittoqqortoormiit|Ittoqqortoormiit
OCA|OCA|||Ocean Reef|Ocean Reef
OCC|OCC|Кока|Кока|Coca|Coca
OCE|OCE|||Ocean City|Ocean City
OCF|OCF|Окала|Окала|Ocala|Ocala
OCH|OCH|||Nacogdoches, TX|Nacogdoches, TX
OCI|OCI|||Oceanic|Oceanic
OCJ|OCJ|Очо Риос|Очо Риос|Ocho Rios|Ocho Rios
OCN|OCN|Оушнсайд|Оушнсайд|Oceanside|Oceanside
OCV|OCV|Окана|Окана|Ocana|Ocana
OCW|OCW|||Washington|Washington
ODA|ODA|Уадда|Уадда|Ouadda|Ouadda
ODB|ODB|Кордова|Кордова|Cordoba|Cordoba
ODD|ODD|||Oodnadatta|Oodnadatta
ODE|ODE|Оденсе|Оденсе|Odense|Odense
ODH|ODH|||Odiham|Odiham
ODJ|ODJ|Уанда-Джалле|Уанда-Джалле|Ouanda Djalle|Ouanda Djalle
ODL|ODL|||Cordillo Downs|Cordillo Downs
ODN|ODN|||Long Seridan|Long Seridan
ODR|ODR|||Ord River|Ord River
ODS|ODS|Одесса|Одесса|Odessa|Odessa
ODW|ODW|||Oak Harbor|Oak Harbor
ODY|ODY|Удомхей|Удомхей|Oudomxay|Oudomxay
OEA|OEA|Винсенн|Винсенн|Vincennes|Vincennes
OEC|OEC|Окусси|Окусси|Ocussi|Ocussi
OEL|OEL|Орел|Орел|Orel|Orel
OEM|OEM|Паломеу|Паломеу|Paloemeu|Paloemeu
OEO|OEO|||Osceola|Osceola
OER|OER|Орнсколдсвик|Орнсколдсвик|Ornskoldsvik|Ornskoldsvik
OES|OES|||San Antonio Oeste|San Antonio Oeste
OFI|OFI|||Ouango Fitini|Ouango Fitini
OFJ|OFJ|Олаффьордур|Олаффьордур|Olafsfjordur|Olafsfjordur
OFK|OFK|||Norfolk|Norfolk
OFU|OFU|||Ofu|Ofu
OGA|OGA|||Ogallala|Ogallala
OGB|OGB|||Orangeburg|Orangeburg
OGD|OGD|Огден|Огден|Ogden|Ogden
OGE|OGE|Огерананг|Огерананг|Ogeranang|Ogeranang
OGG|OGG|||Maui|Maui
OGL|OGL|Огле|Огле|Ogle|Ogle
OGN|OGN|Йонагуни-Жима|Йонагуни-Жима|Yonaguni Jima|Yonaguni Jima
OGO|OGO|||Abengourou|Abengourou
OGR|OGR|Бонгор|Бонгор|Bongor|Bongor
OGS|OGS|||Ogdensburg|Ogdensburg
OGV|OGV|||Ongava Game Reserve|Ongava Game Reserve
OGX|OGX|Уаргла|Уаргла|Ouargla|Ouargla
OGZ|OGZ|Владикавказ|Владикавказ|Vladikavkaz|Vladikavkaz
OHA|OHA|||Ohakea|Ohakea
OHC|OHC|||Northeast Cape|Northeast Cape
OHD|OHD|Охрид|Охрид|Ohrid|Ohrid
OHI|OHI|Ошакати|Ошакати|Oshakati|Oshakati
OHO|OHO|Охотск|Охотск|Okhotsk|Okhotsk
OHP|OHP|Обан|Обан|Oban|Oban
OHR|OHR|||Wyk Auf Foehr|Wyk Auf Foehr
OHT|OHT|Кохат|Кохат|Kohat|Kohat
OIA|OIA|||Ourilandia|Ourilandia
OIC|OIC|Норвич|Норвич|Norwich|Norwich
OIL|OIL|||Oil City, PA|Oil City, PA
OIM|OIM|||Oshima|Oshima
OIR|OIR|Окусири|Окусири|Okushiri|Okushiri
OIT|OIT|Оита|Оита|Oita|Oita
OJC|OJC|Канзас Сити|Канзас Сити|Kansas City|Kansas City
OKA|OKA|Окинава|Окинава|Okinawa|Okinawa
OKB|OKB|Орхид-Бич|Орхид-Бич|Orchid Beach|Orchid Beach
OKC|OKC|Оклахома Сити|Оклахома Сити|Oklahoma City|Oklahoma City
OKD|OKD|Саппоро|Саппоро|Sapporo|Sapporo
OKE|OKE|Окино-Эрабу|Окино-Эрабу|Okino Erabu|Okino Erabu
OKF|OKF|Окаукуйэхо|Окаукуйэхо|Okaukuejo|Okaukuejo
OKG|OKG|Окойо|Окойо|Okoyo|Okoyo
OKH|OKH|||Oakham|Oakham
OKI|OKI|Оки-Айленд|Оки-Айленд|Oki Island|Oki Island
OKJ|OKJ|Окаяма|Окаяма|Okayama|Okayama
OKK|OKK|||Kokomo|Kokomo
OKL|OKL|Оксибил|Оксибил|Oksibil|Oksibil
OKM|OKM|||Okmulgee|Okmulgee
OKN|OKN|Оконджа|Оконджа|Okondja|Okondja
OKO|OKO|Токио|Токио|Tokyo|Tokyo
OKP|OKP|Оксапмин|Оксапмин|Oksapmin|Oksapmin
OKQ|OKQ|Окаба|Окаба|Okaba|Okaba
OKR|OKR|||Yorke Island|Yorke Island
OKS|OKS|||Oshkosh|Oshkosh
OKT|OKT|Октябрьский|Октябрьский|Oktiabrskij|Oktiabrskij
OKU|OKU|||Mokuti Lodge|Mokuti Lodge
OKV|OKV|||Okao|Okao
OKY|OKY|||Oakey|Oakey
OLA|OLA|Орланд|Орланд|Orland|Orland
OLB|OLB|||Olbia|Olbia
OLD|OLD|||Old Town|Old Town
OLE|OLE|||Olean|Olean
OLF|OLF|||Wolf Point|Wolf Point
OLH|OLH|||Old Harbor|Old Harbor
OLI|OLI|Олафсвик|Олафсвик|Olafsvik|Olafsvik
OLJ|OLJ|Олпой|Олпой|Olpoi|Olpoi
OLK|OLK|||Fuerte Olimpo|Fuerte Olimpo
OLM|OLM|Олимпия|Олимпия|Olympia|Olympia
OLN|OLN|||Colonia Sarmiento|Colonia Sarmiento
OLO|OLO|Оломоуц|Оломоуц|Olomouc|Olomouc
OLP|OLP|||Olympic Dam|Olympic Dam
OLQ|OLQ|Олсобип|Олсобип|Olsobip|Olsobip
OLS|OLS|Ногалес|Ногалес|Nogales|Nogales
OLU|OLU|||Columbus, NE|Columbus, NE
OLV|OLV|||Olive Branch|Olive Branch
OLY|OLY|||Olney|Olney
OMA|OMA|Омаха|Омаха|Omaha|Omaha
OMB|OMB|Омбуэ|Омбуэ|Omboue|Omboue
OMC|OMC|Ормок|Ормок|Ormoc|Ormoc
OMD|OMD|Ораньемунд|Ораньемунд|Oranjemund|Oranjemund
OME|OME|||Nome|Nome
OMF|OMF|||Mafraq|Mafraq
OMG|OMG|Омега|Омега|Omega|Omega
OMH|OMH|Урмиех|Урмиех|Urmieh|Urmieh
OMI|OMI|||Omidieh|Omidieh
OMJ|OMJ|Омура|Омура|Omura|Omura
OMK|OMK|||Omak|Omak
OML|OML|Омкалай|Омкалай|Omkalai|Omkalai
OMM|OMM|Мармул|Мармул|Marmul|Marmul
OMN|OMN|Османабад|Османабад|Osmanabad|Osmanabad
OMO|OMO|Мостар|Мостар|Mostar|Mostar
OMR|OMR|Орадя|Орадя|Oradea|Oradea
OMS|OMS|Омск|Омск|Omsk|Omsk
OMY|OMY|||Oddor Meanche|Oddor Meanche
ONA|ONA|||Winona|Winona
ONB|ONB|Ононге|Ононге|Ononge|Ononge
OND|OND|Ондангва|Ондангва|Ondangwa|Ondangwa
ONE|ONE|||Onepusu|Onepusu
ONG|ONG|||Mornington|Mornington
ONH|ONH|||Oneonta|Oneonta
ONI|ONI|Моанамани|Моанамани|Moanamani|Moanamani
ONJ|ONJ|||Odate Noshiro|Odate Noshiro
ONL|ONL|||Oneill|Oneill
ONM|ONM|||Socorro|Socorro
ONN|ONN|||Onion Bay|Onion Bay
ONO|ONO|||Ontario|Ontario
ONP|ONP|||Newport|Newport
ONQ|ONQ|Зонгулдаг|Зонгулдаг|Zonguldak|Zonguldak
ONR|ONR|||Monkira|Monkira
ONS|ONS|||Onslow|Onslow
ONT|ONT|||Ontario|Ontario
ONU|ONU|Оно-И-Лау|Оно-И-Лау|Ono I Lau|Ono I Lau
ONX|ONX|Колон|Колон|Colon|Colon
ONY|ONY|||Olney|Olney
OOA|OOA|||Oskaloosa|Oskaloosa
OOK|OOK|||Toksook Bay|Toksook Bay
OOL|OOL|||Coolangatta/Gold Coast|Coolangatta/Gold Coast
OOM|OOM|Коома|Коома|Cooma|Cooma
OOR|OOR|||Mooraberree|Mooraberree
OOT|OOT|Онотоа|Онотоа|Onotoa|Onotoa
OPA|OPA|Копаскер|Копаскер|Kopasker|Kopasker
OPB|OPB|Опен-Бей|Опен-Бей|Open Bay|Open Bay
OPF|OPF|Майами|Майами|Miami|Miami
OPI|OPI|||Oenpelli|Oenpelli
OPL|OPL|||Opelousas|Opelousas
OPO|OPO|Порто|Порто|Porto|Porto
OPS|OPS|Синоп|Синоп|Sinop|Sinop
OPU|OPU|Балимо|Балимо|Balimo|Balimo
OPW|OPW|Опува|Опува|Opuwa|Opuwa
ORA|ORA|Оран|Оран|Oran|Oran
ORB|ORB|Оребро|Оребро|Orebro|Orebro
ORC|ORC|Ороке|Ороке|Orocue|Orocue
ORD|ORD|||Chicago, Il|Chicago, Il
ORE|ORE|Орлеан|Орлеан|Orleans|Orleans
ORF|ORF|||Norfolk|Norfolk
ORG|ORG|||Paramaribo|Paramaribo
ORH|ORH|||Worcester|Worcester
ORI|ORI|||Port Lions|Port Lions
ORJ|ORJ|Ориндук|Ориндук|Orinduik|Orinduik
ORK|ORK|Корк|Корк|Cork|Cork
ORL|ORL|Орландо|Орландо|Orlando|Orlando
ORM|ORM|||Northampton|Northampton
ORN|ORN|Оран|Оран|Oran|Oran
ORO|ORO|Йоро|Йоро|Yoro|Yoro
ORP|ORP|Орапа|Орапа|Orapa|Orapa
ORQ|ORQ|||Norwalk|Norwalk
ORR|ORR|||Yorketown|Yorketown
ORS|ORS|||Orpheus Island Resort|Orpheus Island Resort
ORT|ORT|||Northway|Northway
ORU|ORU|Оруро|Оруро|Oruro|Oruro
ORV|ORV|||Noorvik|Noorvik
ORW|ORW|Ормара|Ормара|Ormara|Ormara
ORX|ORX|||Oriximina|Oriximina
ORY|ORY|Париж|Париж|Paris|Paris
ORZ|ORZ|Ориндж-Уолк|Ориндж-Уолк|Orange Walk|Orange Walk
OSB|OSB|||Osage Beach|Osage Beach
OSC|OSC|||Oscoda|Oscoda
OSD|OSD|Остерсанд|Остерсанд|Ostersund|Ostersund
OSE|OSE|Омора|Омора|Omora|Omora
OSG|OSG|||Ossima|Ossima
OSH|OSH|||Oshkosh|Oshkosh
OSI|OSI|Осиек|Осиек|Osijek|Osijek
OSK|OSK|Оскархамн|Оскархамн|Oskarshamn|Oskarshamn
OSL|OSL|Осло|Осло|Oslo|Oslo
OSM|OSM|Мосул|Мосул|Mosul|Mosul
OSN|OSN|||Osan|Osan
OSP|OSP|Слупск|Слупск|Slupsk|Slupsk
OSR|OSR|Острава|Острава|Ostrava|Ostrava
OSS|OSS|Ош|Ош|Osh|Osh
OST|OST|||Ostend|Ostend
OSU|OSU|||Columbus|Columbus
OSW|OSW|Орск|Орск|Orsk|Orsk
OSX|OSX|||Kosciusko|Kosciusko
OSY|OSY|Намсус|Намсус|Namsos|Namsos
OSZ|OSZ|Кошалин|Кошалин|Koszalin|Koszalin
OTA|OTA|||Mota|Mota
OTC|OTC|Бол|Бол|Bol|Bol
OTD|OTD|Контадора|Контадора|Contadora|Contadora
OTG|OTG|||Worthington|Worthington
OTH|OTH|||North Bend|North Bend
OTI|OTI|||Pitu, Morotai Island|Pitu, Morotai Island
OTJ|OTJ|Отьиваронго|Отьиваронго|Otjiwarongo|Otjiwarongo
OTL|OTL|Бутилимит|Бутилимит|Boutilimit|Boutilimit
OTM|OTM|||Ottumwa|Ottumwa
OTN|OTN|||Oaktown|Oaktown
OTO|OTO|||Otto|Otto
OTP|OTP|Бухарест|Бухарест|Bucharest|Bucharest
OTR|OTR|Кото-47|Кото-47|Coto 47|Coto 47
OTS|OTS|||Anacortes|Anacortes
OTU|OTU|Оту|Оту|Otu|Otu
OTV|OTV|||Ontong Java|Ontong Java
OTY|OTY|Ориа|Ориа|Oria|Oria
OTZ|OTZ|||Kotzebue|Kotzebue
OUA|OUA|Уагадугу|Уагадугу|Ouagadougou|Ouagadougou
OUD|OUD|Уджда|Уджда|Oujda|Oujda
OUE|OUE|Уэссо|Уэссо|Ouesso|Ouesso
OUG|OUG|Уахигоуя|Уахигоуя|Ouahigouya|Ouahigouya
OUH|OUH|Оудсхорн|Оудсхорн|Oudtshoorn|Oudtshoorn
OUI|OUI|||Ban Houei|Ban Houei
OUK|OUK|||Outer Skerries|Outer Skerries
OUL|OUL|Оулу|Оулу|Oulu|Oulu
OUM|OUM|||Oum Hadjer|Oum Hadjer
OUN|OUN|||Norman|Norman
OUR|OUR|Батури|Батури|Batouri|Batouri
OUS|OUS|||Ourinhos|Ourinhos
OUT|OUT|Буссо|Буссо|Bousso|Bousso
OUU|OUU|||Ouanga|Ouanga
OUZ|OUZ|Зурате|Зурате|Zouerate|Zouerate
OVA|OVA|Бекили|Бекили|Bekily|Bekily
OVB|OVB|Новосибирск|Новосибирск|Novosibirsk|Novosibirsk
OVD|OVD|||Oviedo/Aviles|Oviedo/Aviles
OVE|OVE|||Oroville|Oroville
OVG|OVG|||Overberg|Overberg
OVL|OVL|Овайе|Овайе|Ovalle|Ovalle
OVR|OVR|||Olavarria|Olavarria
OWA|OWA|||Owatonna|Owatonna
OWB|OWB|||Owensboro|Owensboro
OWD|OWD|||Norwood|Norwood
OWE|OWE|Овендо|Овендо|Owendo|Owendo
OWK|OWK|||Norridgewock|Norridgewock
OXB|OXB|||Bissau|Bissau
OXC|OXC|||Oxford, CT|Oxford, CT
OXD|OXD|||Oxford|Oxford
OXF|OXF|Оксфорд|Оксфорд|Oxford|Oxford
OXO|OXO|||Orientos|Orientos
OXR|OXR|Вентура|Вентура|Ventura|Ventura
OXY|OXY|||Morney|Morney
OYA|OYA|Гоя|Гоя|Goya|Goya
OYE|OYE|Оем|Оем|Oyem|Oyem
OYG|OYG|Мойо|Мойо|Moyo|Moyo
OYK|OYK|||Oiapoque|Oiapoque
OYL|OYL|Мояль|Мояль|Moyale|Moyale
